"주차장관리번호",주차장명,주차장구분,주차장유형,소재지도로명주소,소재지지번주소,주차구획수,급지구분,부제시행구분,운영요일,평일운영시작시각,평일운영종료시각,토요일운영시작시각,토요일운영종료시각,공휴일운영시작시각,공휴일운영종료시각,요금정보,주차기본시간,주차기본요금,추가단위시간,추가단위요금,1일주차권요금적용시간,1일주차권요금,월정기권요금,결제방법,특기사항,관리기관명,전화번호,위도,경도,데이터기준일자
252-2-000096,홍제동소주차장,공영,노외,,강원도 강릉시 홍제동 211,4,1,미시행,평일+토요일+공휴일,00:00,23:59,00:00,23:59,00:00,23:59,무료,0,0,0,0,,,,,,강릉시청 교통과,033-640-5624,37.7554172,128.8846226,2021-03-12
252-2-000097,홍제동소주차장,공영,노외,강원도 강릉시 명주로59번길 18,강원도 강릉시 홍제동 209-3,4,1,미시행,평일+토요일+공휴일,00:00,23:59,00:00,23:59,00:00,23:59,무료,0,0,0,0,,,,,,강릉시청 교통과,033-640-5624,37.75569767,128.8868254,2021-03-12
252-2-000098,홍제동소주차장,공영,노외,,강원도 강릉시 홍제동 207-10,3,1,미시행,평일+토요일+공휴일,00:00,23:59,00:00,23:59,00:00,23:59,무료,0,0,0,0,,,,,,강릉시청 교통과,033-640-5624,37.75515093,128.8879177,2021-03-12
252-2-000099,홍제동소주차장,공영,노외,,강원도 강릉시 홍제동 58-7,10,1,미시행,평일+토요일+공휴일,00:00,23:59,00:00,23:59,00:00,23:59,무료,0,0,0,0,,,,,,강릉시청 교통과,033-640-5624,37.75107876,128.888502,2021-03-12
252-2-000100,홍제동소주차장,공영,노외,,강원도 강릉시 홍제동 215-9,6,1,미시행,평일+토요일+공휴일,00:00,23:59,00:00,23:59,00:00,23:59,무료,0,0,0,0,,,,,,강릉시청 교통과,033-640-5624,37.7558878,128.8862033,2021-03-12
252-2-000101,kbs부지 부차장,공영,노외,,강원도 강릉시 유천동 754,457,1,미시행,평일+토요일+공휴일,00:00,23:59,00:00,23:59,00:00,23:59,무료,0,0,0,0,,,,,,강릉시청 교통과,033-640-5624,37.7671165,128.852722,2021-03-12
252-2-000102,선교장 환승주차장,공영,노외,,강원도 강릉시 운정동 958-1,155,1,미시행,평일+토요일+공휴일,00:00,23:59,00:00,23:59,00:00,23:59,무료,0,0,0,0,,,,,,강릉시청 교통과,033-640-5624,37.78561835,128.8853968,2021-03-12
252-2-000103,경포대초등학교 환승주차장,공영,노외,,강원도 강릉시 안현동 859,125,1,미시행,평일+토요일+공휴일,00:00,23:59,00:00,23:59,00:00,23:59,무료,0,0,0,0,,,,,,강릉시청 교통과,033-640-5624,37.80436261,128.9017799,2021-03-12
252-2-000104,문화의길 공한지 주차장,공영,노외,,강원도 강릉시 임당동 84-1,13,1,미시행,평일+토요일+공휴일,00:00,23:59,00:00,23:59,00:00,23:59,무료,0,0,0,0,,,,,,강릉시청 교통과,033-640-5624,37.7549592,128.8950173,2021-03-12
252-2-000105,개인택시조합 공한지 주차장,공영,노외,,강원도 강릉시 두산동 228-4,87,1,미시행,평일+토요일+공휴일,00:00,23:59,00:00,23:59,00:00,23:59,무료,0,0,0,0,,,,,,강릉시청 교통과,033-640-5624,37.7687562625,128.9296561029,2021-03-12
252-2-000106,정동진리 50 공영주차장,공영,노외,,강원도 강릉시 강동면 정동진리 50,17,1,미시행,평일+토요일+공휴일,00:00,23:59,00:00,23:59,00:00,23:59,무료,0,0,0,0,,,,,,강릉시청 교통과,033-640-5624,37.68473934,129.0397478,2021-03-12
252-2-000107,저동 473-1 공영주차장,공영,노외,,강원도 강릉시 저동 476-1,11,1,미시행,평일+토요일+공휴일,00:00,23:59,00:00,23:59,00:00,23:59,무료,0,0,0,0,,,,,,강릉시청 교통과,033-640-5624,37.80532486,128.8930763,2021-03-12
252-2-000108,견소동 190-76 공영주차장,공영,노외,,강원도 강릉시 견소동 190-79,71,1,미시행,평일+토요일+공휴일,00:00,23:59,00:00,23:59,00:00,23:59,무료,0,0,0,0,,,,,,강릉시청 교통과,033-640-5624,37.77265177,128.9446257,2021-03-12
252-2-000109,안목커피거리 및 안목항 주차장,공영,노외,,강원도 강릉시 견소동 286-4,551,1,미시행,평일+토요일+공휴일,00:00,23:59,00:00,23:59,00:00,23:59,무료,0,0,0,0,,,,,,강릉시청 교통과,033-640-5624,37.77112823,128.950361,2021-03-12
252-2-000110,강릉역 공영주차장,공영,노외,,강원도 강릉시 교동 118-2,500,1,미시행,평일+토요일+공휴일,00:00,23:59,00:00,23:59,00:00,23:59,무료,0,0,0,0,,,,,,강릉시청 교통과,033-640-5624,37.7652998345,128.8976195880,2021-03-12
252-2-000111,서부지구대 옆 공영주차장,공영,노외,,강원도 강릉시 교동 1814-6,22,1,미시행,평일+토요일+공휴일,00:00,23:59,00:00,23:59,00:00,23:59,무료,0,0,0,0,,,,,,강릉시청 교통과,033-640-5624,37.7694723,128.8754966,2021-03-12
252-2-000112,흥진인쇄소 옆 공한지 주차장,공영,노외,,"강원도 강릉시 남문동 136,138-1",20,1,미시행,평일+토요일+공휴일,00:00,23:59,00:00,23:59,00:00,23:59,무료,0,0,0,0,,,,,,강릉시청 교통과,033-640-5624,37.75005714,128.8924498,2021-03-12
252-2-000113,대성카센터 옆 공영주차장,공영,노외,,강원도 강릉시 내곡동 441-1,7,1,미시행,평일+토요일+공휴일,00:00,23:59,00:00,23:59,00:00,23:59,무료,0,0,0,0,,,,,,강릉시청 교통과,033-640-5624,37.74515013,128.8869525,2021-03-12
252-2-000114,옛)노암고물상 부지 공영주차장,공영,노외,,강원도 강릉시 노암동 198-5,22,1,미시행,평일+토요일+공휴일,00:00,23:59,00:00,23:59,00:00,23:59,무료,0,0,0,0,,,,,,강릉시청 교통과,033-640-5624,37.7478644106,128.9056456,2021-03-12
252-2-000115,노암동 강릉교육문화관 옆 주차장,공영,노외,,강원도 강릉시 노암동 344-11,40,1,미시행,평일+토요일+공휴일,00:00,23:59,00:00,23:59,00:00,23:59,무료,0,0,0,0,,,,,,강릉시청 교통과,033-640-5624,37.74657919,128.8990716,2021-03-12
252-2-000116,노암육교 옆 공영주차장,공영,노외,,강원도 강릉시 노암동 377-3,9,1,미시행,평일+토요일+공휴일,00:00,23:59,00:00,23:59,00:00,23:59,무료,0,0,0,0,,,,,,강릉시청 교통과,033-640-5624,37.74367636,128.9006693,2021-03-12
252-2-000117,폴리텍III대학 입구 주차장,공영,노외,,강원도 강릉시 노암동 779,8,1,미시행,평일+토요일+공휴일,00:00,23:59,00:00,23:59,00:00,23:59,무료,0,0,0,0,,,,,,강릉시청 교통과,033-640-5624,37.7368285502,128.8904156808,2021-03-12
252-2-000118,중앙시장 제1주차장,공영,노외,,강원도 강릉시 성남동 208-24,188,1,미시행,평일+토요일+공휴일,00:00,23:59,00:00,23:59,00:00,23:59,무료,0,0,0,0,,,,,,강릉시청 교통과,033-640-5624,37.75081581,128.8970895,2021-03-12
252-2-000119,경찰서 뒤 주차장,공영,노외,,강원도 강릉시 포남동 1106,165,1,미시행,평일+토요일+공휴일,00:00,23:59,00:00,23:59,00:00,23:59,무료,0,0,0,0,,,,,,강릉시청 교통과,033-640-5624,37.76946678,128.9057993,2021-03-12
252-2-000120,홍제동 119-19 공영주차장,공영,노외,,강원도 강릉시 홍제동 119-19,7,1,미시행,평일+토요일+공휴일,00:00,23:59,00:00,23:59,00:00,23:59,무료,0,0,0,0,,,,,,강릉시청 교통과,033-640-5624,37.75206759,128.8843145,2021-03-12
252-2-000121,홍제동 145-2 공영주차장,공영,노외,,강원도 강릉시 홍제동 145-2,26,1,미시행,평일+토요일+공휴일,00:00,23:59,00:00,23:59,00:00,23:59,무료,0,0,0,0,,,,,,강릉시청 교통과,033-640-5624,37.75238234,128.8852917,2021-03-12
252-2-000122,주문진항 관광지 공영주차장,공영,노외,,강원도 강릉시 주문진읍 교항리 1089-74,54,1,미시행,평일+토요일+공휴일,00:00,23:59,00:00,23:59,00:00,23:59,무료,0,0,0,0,,,,,,강릉시청 교통과,033-640-5624,37.88276141,128.8234129,2021-03-12
252-2-000123,포남초교 인근 공영주차장,공영,노외,,강원도 강릉시 포남동 산156,15,1,미시행,평일+토요일+공휴일,00:00,23:59,00:00,23:59,00:00,23:59,무료,0,0,0,0,,,,,,강릉시청 교통과,033-640-5624,37.75206759,128.8843145,2021-03-12
252-2-000124,강릉커피콩빵 옆 공영주차장,공영,노외,,강원도 강릉시 교동 949-13,20,1,미시행,평일+토요일+공휴일,00:00,23:59,00:00,23:59,00:00,23:59,무료,0,0,0,0,,,,,,강릉시청 교통과,033-640-5624,37.75552518,128.8824852,2021-03-12
252-2-000125,강릉초교 인근 공영주차장,공영,노외,,강원도 강릉시 홍제동 26-1,15,1,미시행,평일+토요일+공휴일,00:00,23:59,00:00,23:59,00:00,23:59,무료,0,0,0,0,,,,,,강릉시청 교통과,033-640-5624,37.7548786142,128.8884425325,2021-03-12
252-2-000126,교동 1868-1 공영주차장,공영,노외,,강원도 강릉시 교동 1868-1,16,1,미시행,평일+토요일+공휴일,00:00,23:59,00:00,23:59,00:00,23:59,무료,0,0,0,0,,,,,,강릉시청 교통과,033-640-5624,37.7694723,128.8754966,2021-03-12
